customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
12892-LYAP,Male,1,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),94.65,3075.39,No
12893-FPFG,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.72,1536.26,No
12894-YDNN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.69,6656.71,Yes
12895-DVHH,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),96.55,2165.96,No
12896-IONE,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,78.71,2336.46,Yes
12897-KHHT,Female,1,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,88.3,4276.00,No
12898-CKAK,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,83.61,5823.48,No
12899-TEFP,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.11,4147.41,Yes
12900-JZLF,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.78,1437.00,No
12901-JHVS,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.14,2285.75,Yes
12902-AXWM,Male,0,No,No,53,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),62.42,3330.88,No
12903-MSSC,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.57,175.92,Yes
12904-HLCB,Male,0,Yes,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.59,880.85,No
12905-GMBO,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,88.56,5089.09,Yes
12906-YHNM,Male,0,No,Yes,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.06,1906.93,No
12907-FICX,Female,0,Yes,Yes,39,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,74.05,2823.95,No
12908-GWRK,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,88.74,4748.62,No
12909-UBEF,Female,0,No,Yes,43,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.39,2736.86,Yes
12910-TGMT,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.33,53.99,Yes
12911-PYQY,Male,0,No,No,43,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,66.5,2920.97,No
12912-EVHQ,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.2,388.10,No
12913-EHVW,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,108.62,5954.08,Yes
12914-RVTK,Female,0,Yes,Yes,19,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.21,1761.24,No
12915-KKQH,Male,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.57,6376.74,Yes
12916-VUBK,Male,0,No,No,9,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,76.79,671.71,No
12917-JTFK,Male,0,No,No,65,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),65.54,4236.22,No
12918-BJVF,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),95.75,295.19,No
12919-HMES,Female,1,No,No,50,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.56,4856.59,Yes
12920-RUAG,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),90.81,2372.01,Yes
12921-LPFM,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.29,321.60,No
12922-QOZB,Female,0,No,No,16,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,59.37,963.91,No
12923-YSSC,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.83,272.66,Yes
12924-FVTD,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,60.71,617.37,No
12925-THZT,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),76.46,2278.28,No
12926-PSOZ,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,71.96,876.84,No
12927-TOTA,Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.38,2054.69,No
12928-QVDN,Male,1,No,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,72.34,4329.54,No
12929-FUOV,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.55,3165.01,Yes
12930-JWNY,Female,0,Yes,No,7,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.68,483.40,Yes
12931-ZRGC,Female,0,No,No,72,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,96.85,7099.22,No
12932-VOUC,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.81,4512.13,No
12933-OWZN,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,90.95,1292.20,No
12934-IVGE,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,98.38,394.59,Yes
12935-VLFI,Male,0,No,No,45,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),67.23,2998.05,Yes
12936-RHNE,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,82.69,254.37,No
12937-JSCB,Female,1,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,65.31,2853.25,No
12938-EOVY,Female,1,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,86.13,2708.07,No
12939-ALOO,Male,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),72.14,4608.64,No
12940-EMUL,Male,0,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),75.91,2136.85,No
12941-VOND,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.63,2456.66,Yes
12942-HJDH,Male,1,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,66.13,2619.22,Yes
12943-DBMT,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),96.55,6851.71,No
12944-FOCG,Male,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.54,3666.12,No
12945-SFME,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,86.48,4129.28,No
12946-BFFB,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.27,1898.78,Yes
12947-CBVF,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.24,3477.44,No
12948-SIMK,Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.88,1162.37,No
12949-QNTO,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.58,753.30,Yes
12950-OXDP,Male,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.76,5962.54,No
12951-GRGK,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,88.46,720.83,No
12952-GODG,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),82.19,984.73,No
12953-PUEY,Female,1,No,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,91.18,4004.16,No
12954-MZTY,Female,0,No,No,58,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,81.06,4813.69,No
12955-SVSW,Female,0,No,Yes,71,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.83,4787.45,No
12956-CUPP,Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.75,1217.05,Yes
12957-GAFG,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.8,883.86,No
12958-JRVL,Female,1,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.66,460.70,Yes
12959-ESKY,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,92.88,2763.94,No
12960-KYMF,Male,1,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.98,689.22,No
12961-GNGO,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.66,679.28,Yes
12962-VDHO,Female,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.22,3096.54,No
12963-VTLO,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.37,396.39,No
12964-DQXQ,Female,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.27,1226.57,No
12965-ZFKZ,Male,0,No,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,84.96,4589.02,No
12966-KXFY,Female,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),102.54,7306.04,No
12967-ALDK,Female,1,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.18,5941.68,Yes
12968-UHGC,Male,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.82,1786.13,No
12969-YYDB,Male,1,Yes,Yes,68,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.82,5312.45,Yes
12970-SIOA,Female,1,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,85.38,5896.65,No
12971-INDX,Male,0,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.43,790.63,No
12972-NIUT,Male,0,No,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),77.27,1146.85,No
12973-VPFK,Male,0,Yes,Yes,56,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),55.36,3168.77,No
12974-NSII,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.25,871.37,Yes
12975-MAHD,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.63,2266.47,No
12976-ADVB,Female,1,No,Yes,39,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),71.99,2829.28,No
12977-WCON,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,58.72,3778.38,No
12978-KZBY,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.9,1737.53,Yes
12979-ISBS,Female,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,109.26,6478.80,Yes
12980-ECCN,Female,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.23,1027.60,Yes
12981-RGMI,Female,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.61,146.90,No
12982-BVON,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.08,5601.24,No
12983-HEOC,Female,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,72.87,4614.54,No
12984-NGIU,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,80.68,2748.26,No
12985-OJKS,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.29,782.45,No
12986-BLFP,Female,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,85.04,5173.88,No
12987-RASR,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.4,191.92,No
12988-UHOC,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.45,1184.75,No
12989-HOLW,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.0,2776.67,Yes
12990-NVNV,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,898.22,No
12991-ZAFN,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.91,358.72,Yes
12992-BMLE,Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),95.29,4361.48,No
12993-GQWW,Female,1,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.79,445.55,No
12994-MKTN,Male,1,Yes,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),71.56,2775.07,No
12995-PSRO,Male,0,No,Yes,38,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.77,3659.04,Yes
12996-IZKB,Female,0,Yes,No,0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.04,,Yes
12997-YLUH,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.06,4110.45,No
12998-ETTN,Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.44,4591.88,Yes
12999-RAPT,Male,0,No,Yes,29,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.96,1727.30,Yes
13000-AVIW,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),81.73,2072.37,No
13001-SCFZ,Female,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,66.8,3110.46,Yes
13002-JMIK,Female,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,92.95,5944.84,Yes
13003-NCUI,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.91,4259.06,No
13004-XOTR,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.68,1355.33,No
13005-ZAIQ,Male,0,No,No,24,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,59.19,1455.92,Yes
13006-GWEB,Male,0,No,No,41,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.79,2562.05,No
13007-MEME,Female,0,No,No,42,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.33,2663.05,No
13008-IYWL,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.55,1450.89,No
13009-SZSZ,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.4,2024.52,Yes
13010-XVHH,Male,1,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),75.97,1974.96,No
13011-QUNB,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.5,1686.21,No
13012-GVCM,Female,1,Yes,Yes,31,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,79.63,2454.13,No
13013-QEEL,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),92.33,1986.81,No
13014-NVCK,Female,1,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,83.46,1221.94,No
13015-PNOM,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.16,3749.71,No
13016-RAPX,Male,0,No,No,62,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.92,4430.59,No
13017-JEKM,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.34,267.42,Yes
13018-GYCQ,Female,1,No,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,103.24,4878.77,Yes
13019-PNSU,Female,1,No,Yes,59,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,58.62,3387.34,No
13020-QCOB,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),52.22,3049.15,No
13021-FOHC,Male,0,No,Yes,62,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,76.96,4819.44,Yes
13022-LDHO,Male,0,No,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,78.01,1829.46,No
13023-USGJ,Female,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),106.48,847.08,No
13024-RUOC,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,101.69,7305.76,No
13025-WSGI,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,89.3,4585.11,No
13026-JLLU,Male,0,No,Yes,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.91,1389.81,No
13027-UUAG,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.7,1469.54,No
13028-SRZH,Female,1,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.84,2534.76,Yes
13029-OCUV,Male,0,No,No,54,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.51,3209.10,No
13030-FPVQ,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.99,1331.80,No
13031-JROU,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.77,5736.11,Yes
13032-ZVSD,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),96.4,4723.55,No
13033-GAMM,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.09,1203.77,Yes
13034-IPQF,Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.59,1348.39,No
13035-ZCKD,Male,0,Yes,Yes,31,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),55.24,1691.38,No
13036-QWYF,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.52,3221.26,No
13037-SNFL,Male,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,829.68,No
13038-MUWL,Male,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.6,434.62,Yes
13039-GETI,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.53,1196.77,No
13040-CSIS,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),74.12,2167.02,No
13041-CJOW,Male,0,No,Yes,26,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,93.32,2380.08,No
13042-WVDO,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.85,5598.90,Yes
13043-PPBI,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,79.16,4096.86,No
13044-YNRM,Female,0,No,No,36,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.13,2691.74,No
13045-KVZR,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.7,54.28,No
13046-WQNL,Male,0,Yes,No,52,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,63.26,3385.52,No
13047-NSRP,Female,0,Yes,Yes,54,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.3,3672.21,Yes
13048-MLDH,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.66,682.96,No
13049-VWON,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,95.65,5239.65,No
13050-TUOJ,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,90.55,2573.46,No
13051-CEAN,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,84.96,4405.23,No
13052-MTXD,Male,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.66,5434.12,Yes
13053-PXEZ,Male,0,No,No,51,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,75.01,3734.68,No
13054-ILUB,Female,0,No,No,68,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.5,5452.64,Yes
13055-CIEH,Female,0,No,No,6,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),60.08,353.11,No
13056-CWWV,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,74.85,1757.24,No
13057-WZBP,Female,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.11,107.64,No
13058-ZPBS,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.88,1274.96,No
13059-DCZO,Male,0,Yes,No,27,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,79.34,2144.83,No
13060-TBUS,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.78,46.80,No
13061-XRZN,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),95.51,2724.30,Yes
13062-BVJD,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,101.37,1020.38,Yes
13063-JTBY,Male,1,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.6,276.12,No
